OBJECTID,COCNAME,STUSAB,COCNUM,STATE_NAME,PPRN,ES_CN_HWACW,ES_CN_HWOA_TOT,ES_CN_HWOC,ES_CN_VET,ES_VSO_HWAC_TOT,ES_VSO_HWOA_TOT,ES_VSO_HWOC_TOT,ES_VSO_VET_TOT,TH_CN_HWAC_TOT,TH_CN_HWOA,TH_CN_HWOC,TH_CN_VET,RRH_CN_HWAC_TOT,RRH_CN_HWOA,RRH_CN_HWOC,RRH_CN_VET,PSH_CN_HWAC_TOT,PSH_CN_HWOA,PSH_CN_HWOC,PSH_CN_VET,PSH_CN_CH,PSH_U_HWAC_TOT,PSH_U_HWOA,PSH_U_HWOC,PSH_U_VET,PSH_U_CH,SH_CN_HWOA,SH_CN_HWOC,SH_CN_VET,SH_PERS_HWOA,UNSH_PERS_HWOA,SH_PERS_HWOC,UNSH_PERS_HWOC,SH_PERS_HWAC,UNSH_PERS_HWAC,SH_CH,UNSH_CH,SH_UY,UNSH_UY,SH_VETS,UNSH_VETS,STATE,Contact_Type,Prefix,First_Name,Last_Name,Suffix,Title,Primary_Phone,Primary_Phone_Ext,Fax,Email_Address,YEAR,Shape__Area,Shape__Length
227,Chapel Hill/Orange County CoC,,NC-513,North Carolina,459154,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,33,0,0,32,0,11,16,,,5,1,,,,,,,,,,,,,1598258435,171726.31016863
228,Northwest North Carolina CoC,,NC-516,North Carolina,884190,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,151,0,1,51,39,37,28,,,3,0,,,,,,,,,,,,,10036884893.3633,660881.979610481
229,North Dakota Statewide CoC,,ND-500,North Dakota,2340307,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,184,5,0,213,6,72,44,,,36,8,,,,,,,,,,,,,400341363308.156,3125346.16124728
230,Nebraska Balance of State CoC,,NE-500,Nebraska,4081473,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,30,11,0,210,0,59,4,,,18,0,,,,,,,,,,,,,353446445310.043,3289580.66969693
231,"Omaha, Council Bluffs CoC",,NE-501,Nebraska,6357714,,,,,,,,,,,,,,,,,,,,,,0,303,0,303,303,,,,,221,0,0,306,3,404,114,,,83,9,,,,,,,,,,,,,7099079117.05469,449614.607340456
232,Lincoln CoC,,NE-502,Nebraska,2292828,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,45,1,0,179,2,78,25,,,19,0,,,,,,,,,,,,,458560712.171875,254069.484981204
233,New Hampshire Balance of State CoC,,NH-500,New Hampshire,4370168,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,383,0,0,344,4,254,182,,,24,12,,,,,,,,,,,,,41604274635.25,1773248.51444317
234,Manchester CoC,,NH-501,New Hampshire,1934369,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,148,0,0,193,11,89,68,,,33,8,,,,,,,,,,,,,169167344.292969,72157.6430772658
235,Nashua/Hillsborough County CoC,,NH-502,New Hampshire,580274,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,33,0,0,177,0,29,13,,,50,1,,,,,,,,,,,,,4142710452.78906,313145.599302585
236,Atlantic City & County CoC,,NJ-500,New Jersey,1147245,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,168,0,0,74,0,44,76,,,32,10,,,,,,,,,,,,,2466729508.95313,966564.83926677
237,Bergen County CoC,,NJ-501,New Jersey,11101938,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,40,5,0,105,0,0,12,,,11,5,,,,,,,,,,,,,1089022058.81641,179826.453872639
238,Burlington County CoC,,NJ-502,New Jersey,712203,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,60,0,0,536,0,165,30,,,5,5,,,,,,,,,,,,,3608603542.30078,314049.196696736
239,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",,NJ-503,New Jersey,8265804,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,224,0,0,420,10,107,107,,,113,7,,,,,,,,,,,,,5733572762.02344,1322521.23444659
240,Newark/Essex County CoC,,NJ-504,New Jersey,16392720,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,257,0,0,694,27,128,123,,,43,19,,,,,,,,,,,,,578308354.28125,143075.628808327
241,"Jersey City, Bayonne/Hudson County CoC",,NJ-506,New Jersey,11931425,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,210,0,0,348,2,123,127,,,19,6,,,,,,,,,,,,,213240075.160156,195380.643438672
242,New Brunswick/Middlesex County CoC,,NJ-507,New Jersey,3735793,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,142,0,0,273,7,107,92,,,3,1,,,,,,,,,,,,,1405753105.30078,252598.705328904
243,Monmouth County CoC,,NJ-508,New Jersey,3477962,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,69,0,0,197,0,64,39,,,5,7,,,,,,,,,,,,,2126682428.76953,480996.307075599
244,Morris County CoC,,NJ-509,New Jersey,2419316,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,91,0,0,247,0,57,33,,,11,3,,,,,,,,,,,,,2182590957.64063,302576.423283149
245,Lakewood Township/Ocean County CoC,,NJ-510,New Jersey,2618299,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,35,9,0,241,2,89,20,,,2,3,,,,,,,,,,,,,2836742444.04688,1238098.86002592
246,Paterson/Passaic County CoC,,NJ-511,New Jersey,5925717,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,92,0,0,189,2,82,27,,,11,10,,,,,,,,,,,,,904342637.460938,199317.713474549
247,Salem County CoC,,NJ-512,New Jersey,365362,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,52,0,0,15,9,5,29,,,0,1,,,,,,,,,,,,,1517317504.64063,265906.77285537
248,Somerset County CoC,,NJ-513,New Jersey,623548,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,1,6,0,154,0,51,1,,,87,0,,,,,,,,,,,,,1369997950.32813,217483.770028731
249,Trenton/Mercer County CoC,,NJ-514,New Jersey,4268749,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,144,6,0,425,3,48,101,,,18,6,,,,,,,,,,,,,1019666645.51953,193184.355965295
250,Elizabeth/Union County CoC,,NJ-515,New Jersey,7783342,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,68,9,0,432,2,124,39,,,9,1,,,,,,,,,,,,,468296583.351563,128645.960173133
251,"Warren, Sussex, Hunterdon Counties CoC",,NJ-516,New Jersey,1420591,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,44,0,0,148,6,46,21,,,66,2,,,,,,,,,,,,,6056008966.84375,489273.595542175
252,Albuquerque CoC,,NM-500,New Mexico,5139821,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,1178,12,0,437,53,320,960,,,103,106,,,,,,,,,,,,,732873824.363281,447866.787458297
253,New Mexico Balance of State CoC,,NM-501,New Mexico,5382934,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,952,29,2,340,57,144,447,,,16,73,,,,,,,,,,,,,463668987094.672,3347889.48756182
254,Las Vegas/Clark County CoC,,NV-500,Nevada,19804693,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,4077,19,10,1370,115,725,1984,,,429,66,,,,,,,,,,,,,32141750020.7891,916024.600024187
255,"Reno, Sparks/Washoe County CoC",,NV-501,Nevada,3009110,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,363,0,0,162,0,325,60,,,112,17,,,,,,,,,,,,,29483161966.3516,1041333.9813216
256,Nevada Balance of State CoC,,NV-502,Nevada,1132276,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,331,0,0,37,18,7,102,,,8,12,,,,,,,,,,,,,418672224411.313,2870818.99058116
257,"Rochester, Irondequoit, Greece/Monroe County CoC",,NY-500,New York,12849358,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,80,6,0,415,0,148,33,,,77,5,,,,,,,,,,,,,3240548185.96484,315420.479517424
258,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",,NY-501,New York,2274970,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,32,0,0,264,6,13,19,,,14,1,,,,,,,,,,,,,18176755499.5391,767828.592647669
259,Albany City & County CoC,,NY-503,New York,4548453,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,171,9,0,323,2,26,102,,,37,5,,,,,,,,,,,,,2550670702.56641,226024.084013527
260,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",,NY-505,New York,10278231,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,52,11,0,567,0,68,15,,,54,1,,,,,,,,,,,,,12434835477.1992,633691.718479528
261,Schenectady City & County CoC,,NY-507,New York,2908056,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,11,0,2,129,5,5,8,,,2,0,,,,,,,,,,,,,1008729124.28906,161190.921927382
262,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",,NY-508,New York,26933967,,,,,,,,,,,,,,,,,,,,,,0,27,0,0,0,,,,,21,13,0,523,0,74,10,,,64,2,,,,,,,,,,,,,14782315453.9453,735091.20911897
263,Ithaca/Tompkins County CoC,,NY-510,New York,651457,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,16,2,0,22,0,36,6,,,2,0,,,,,,,,,,,,,2339925346.90625,238162.166472636
264,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",,NY-511,New York,5031727,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,68,4,0,208,0,1,0,,,16,0,,,,,,,,,,,,,24316349178.1172,823828.26141564
265,Troy/Rensselaer County CoC,,NY-512,New York,2545445,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,25,1,0,164,0,6,11,,,2,1,,,,,,,,,,,,,3193783167,241912.829653586
266,"Wayne, Ontario, Seneca, Yates Counties CoC",,NY-513,New York,1529980,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,157,0,43,0,,,19,0,,,,,,,,,,,,,9822736934.36719,598426.772842002
267,"Jamestown, Dunkirk/Chautauqua County CoC",,NY-514,New York,1257636,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,6,5,0,115,0,12,5,,,6,0,,,,,,,,,,,,,5127016086.21094,313611.128882716
268,"Utica, Rome/Oneida, Madison Counties CoC",,NY-518,New York,4385935,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,87,0,0,130,17,36,33,,,17,4,,,,,,,,,,,,,9335997989.18359,508107.60230631
269,"Columbia, Greene Counties CoC",,NY-519,New York,690156,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,9,0,0,26,3,2,5,,,0,0,,,,,,,,,,,,,6181261392.08594,387195.230590644
270,"Franklin, Essex Counties CoC",,NY-520,New York,632154,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,0,10,0,0,0,,,0,0,,,,,,,,,,,,,18302506447.8242,723765.974189085
271,"Jefferson, Lewis, St. Lawrence Counties CoC",,NY-522,New York,1988611,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,28,0,0,34,3,0,9,,,10,1,,,,,,,,,,,,,27147228040.6563,1670537.76685682
272,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",,NY-523,New York,1914288,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,10,3,0,176,4,17,2,,,26,2,,,,,,,,,,,,,21788420779.4961,812347.954818087
273,New York Balance of State CoC,,NY-525,New York,3583143,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,64,2,0,329,0,44,35,,,18,4,,,,,,,,,,,,,32482175779.6445,2030728.26336639
274,New York City CoC,,NY-600,New York,208567500,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,4338,66,57,87453,2,3463,817,,,621,3,,,,,,,,,,,,,1361755781.03516,908046.320395754
275,Poughkeepsie/Dutchess County CoC,,NY-601,New York,1063977,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,46,5,1,328,0,6,34,,,13,0,,,,,,,,,,,,,3845096413.16797,296475.942530683
276,"Newburgh, Middletown/Orange County CoC",,NY-602,New York,2565232,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,113,2,0,412,0,25,79,,,6,4,,,,,,,,,,,,,3861768327.89063,301419.048454722
277,"Nassau, Suffolk Counties CoC",,NY-603,New York,23476351,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,209,8,0,2320,0,151,66,,,115,0,,,,,,,,,,,,,5494290000.375,3145062.70170007
278,"Yonkers, Mount Vernon/Westchester County CoC",,NY-604,New York,12584003,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,50,3,0,988,0,73,5,,,18,2,,,,,,,,,,,,,2056505195.12891,367365.586069058
279,Rockland County CoC,,NY-606,New York,3262359,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,36,2,0,38,0,6,19,,,1,0,,,,,,,,,,,,,817332325.609375,157040.948786988
280,Kingston/Ulster County CoC,,NY-608,New York,1304468,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,58,5,0,278,6,21,24,,,6,1,,,,,,,,,,,,,5428702371.32031,371001.397849858
281,Cincinnati/Hamilton County CoC,,OH-500,Ohio,17720465,,,,,,,,,,,,,,,,,,,,,,787,8712,0,6976,9346,,,,,70,7,0,258,0,100,7,,,142,3,,,,,,,,,,,,,1792644957.45703,239161.691819005
282,Toledo/Lucas County CoC,,OH-501,Ohio,9131439,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,7,8,5,221,0,63,1,,,25,0,,,,,,,,,,,,,1604928311.51172,298025.687140574
283,Cleveland/Cuyahoga County CoC,,OH-502,Ohio,33688485,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,115,4,0,421,0,254,63,,,77,5,,,,,,,,,,,,,2117357763.30078,255826.632102349
284,Columbus/Franklin County CoC,,OH-503,Ohio,11587684,,,,,,,,,,,,,,,,,,,,,,0,44,0,0,44,,,,,490,4,1,737,23,74,150,,,67,24,,,,,,,,,,,,,2526715666.83203,359976.672908263
285,Youngstown/Mahoning County CoC,,OH-504,Ohio,4628838,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,27,0,0,73,3,62,6,,,14,2,,,,,,,,,,,,,1938194945.75,214007.843776672
286,"Dayton, Kettering/Montgomery County CoC",,OH-505,Ohio,9336812,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,89,1,0,169,3,36,2,,,49,7,,,,,,,,,,,,,2065339090.64063,253075.337759869
287,"Akron, Barberton/Summit County CoC",,OH-506,Ohio,8159101,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,211,14,0,141,0,52,84,,,28,16,,,,,,,,,,,,,1924242741.13672,220248.381246115
288,Ohio Balance of State CoC,,OH-507,Ohio,28293211,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,1174,20,0,1077,96,302,226,,,99,9,,,,,,,,,,,,,167326999530.285,3675334.50218893
289,"Canton, Massillon, Alliance/Stark County CoC",,OH-508,Ohio,4295078,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,58,0,0,128,7,21,2,,,17,5,,,,,,,,,,,,,2633394113.77734,247602.823685366
290,North Central Oklahoma CoC,,OK-500,Oklahoma,1032293,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,79,10,1,42,7,21,24,,,21,2,,,,,,,,,,,,,33196590857.2148,1822272.17611667
291,Tulsa City & County CoC,,OK-501,Oklahoma,4972993,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,532,11,0,226,2,227,235,,,54,27,,,,,,,,,,,,,2675863098.23047,1523419.91453061
292,Oklahoma City CoC,,OK-502,Oklahoma,6154404,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,433,11,0,316,0,265,209,,,100,36,,,,,,,,,,,,,2429288151.04688,563742.400461339
293,Oklahoma Balance of State CoC,,OK-503,Oklahoma,1594008,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,65,0,0,29,4,26,31,,,1,2,,,,,,,,,,,,,75907814031.0469,2858095.03959967
294,Norman/Cleveland County CoC,,OK-504,Oklahoma,640895,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,87,0,0,42,4,63,46,,,10,3,,,,,,,,,,,,,1677745311.9375,234315.89013941
295,Northeast Oklahoma CoC,,OK-505,Oklahoma,837980,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,189,6,0,33,28,39,96,,,0,10,,,,,,,,,,,,,28188025014.6484,1159223.42780961
296,Southwest Oklahoma Regional CoC,,OK-506,Oklahoma,1139303,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,337,0,0,38,14,4,104,,,4,23,,,,,,,,,,,,,54528498160.957,1480201.25226482
297,Southeastern Oklahoma Regional CoC,,OK-507,Oklahoma,1213173,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,253,20,2,96,179,60,7,,,9,2,,,,,,,,,,,,,69928203499.7344,1866590.46786583
298,"Eugene, Springfield/Lane County CoC",,OR-500,Oregon,1357530,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,1786,10,15,130,295,536,964,,,56,95,,,,,,,,,,,,,23073960107.4766,889146.877778793
299,"Portland, Gresham/Multnomah County CoC",,OR-501,Oregon,10795734,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,2850,12,130,461,964,1209,1765,,,294,228,,,,,,,,,,,,,2456282582.47656,382378.423292809
300,"Medford, Ashland/Jackson County CoC",,OR-502,Oregon,788027,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,554,6,0,217,2,168,138,,,64,20,,,,,,,,,,,,,13327162857.9766,514068.716228029
301,Central Oregon CoC,,OR-503,Oregon,659105,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,953,9,22,96,269,91,231,,,35,56,,,,,,,,,,,,,39438508111.7422,958009.062998479
302,"Salem/Marion, Polk Counties CoC",,OR-504,Oregon,1449004,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,858,3,6,158,14,281,432,,,32,33,,,,,,,,,,,,,9995326224.46094,744922.555294023
303,Oregon Balance of State CoC,,OR-505,Oregon,4347044,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,4326,27,83,308,656,329,1637,,,88,301,,,,,,,,,,,,,383427680948.754,6386165.6077704
304,"Hillsboro, Beaverton/Washington County CoC",,OR-506,Oregon,2809466,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,223,6,2,294,5,311,96,,,51,19,,,,,,,,,,,,,3833425392.53906,382327.156154065
305,Clackamas County CoC,,OR-507,Oregon,2650715,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,170,0,4,79,4,57,168,,,18,17,,,,,,,,,,,,,9822883731.52344,551357.204319705
306,Philadelphia CoC,,PA-500,Pennsylvania,53931691,,,,,,,,,,,,,,,,,,,,,,30,58,0,0,0,,,,,970,2,6,1469,0,771,309,,,185,51,,,,,,,,,,,,,622296132.933594,166685.411171596
307,Harrisburg/Dauphin County CoC,,PA-501,Pennsylvania,2898234,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,56,0,0,110,0,45,37,,,29,5,,,,,,,,,,,,,2370634610.71484,313099.91569373
308,"Upper Darby, Chester, Haverford/Delaware County CoC",,PA-502,Pennsylvania,7413090,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,107,0,0,354,0,0,41,,,6,0,,,,,,,,,,,,,815733711.09375,181781.8566659
309,"Wilkes-Barre, Hazleton/Luzerne County CoC",,PA-503,Pennsylvania,6760724,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,7,0,0,62,0,6,0,,,6,2,,,,,,,,,,,,,4145874017.88672,288865.135866643
310,"Lower Merion, Norristown, Abington/Montgomery County CoC",,PA-504,Pennsylvania,5214418,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,101,0,0,129,0,82,4,,,9,1,,,,,,,,,,,,,2166164798.12109,258476.395074477
311,Chester County CoC,,PA-505,Pennsylvania,3115647,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,19,0,0,101,0,16,7,,,4,2,,,,,,,,,,,,,3352141309.37891,330604.745331659
312,Reading/Berks County CoC,,PA-506,Pennsylvania,5732379,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,222,1,2,179,8,54,55,,,18,2,,,,,,,,,,,,,3872412793.125,271235.62543056
313,Scranton/Lackawanna County CoC,,PA-508,Pennsylvania,3966431,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,49,0,0,68,0,7,24,,,28,1,,,,,,,,,,,,,2144799023.30078,217184.299799964
314,Eastern Pennsylvania CoC,,PA-509,Pennsylvania,22040610,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,473,10,0,814,19,162,64,,,82,10,,,,,,,,,,,,,95381018840.2148,2438253.09606263
315,Lancaster City & County CoC,,PA-510,Pennsylvania,5287127,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,116,0,0,204,6,32,17,,,23,5,,,,,,,,,,,,,4352834423.40234,324443.256598579
316,"Bristol, Bensalem/Bucks County CoC",,PA-511,Pennsylvania,3026697,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,91,0,0,167,0,42,28,,,8,3,,,,,,,,,,,,,2775058782.55469,266942.775564518
317,York City & County CoC,,PA-512,Pennsylvania,3384479,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,70,0,4,135,2,31,10,,,14,1,,,,,,,,,,,,,4015036077.04688,335402.281105697
318,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",,PA-600,Pennsylvania,33117064,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,169,0,0,329,0,172,106,,,112,9,,,,,,,,,,,,,3332253162.64453,280484.29806761
319,Western Pennsylvania CoC,,PA-601,Pennsylvania,14977201,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,47,0,0,251,2,33,6,,,61,0,,,,,,,,,,,,,70168262469.4375,1622510.05565082
320,Beaver County CoC,,PA-603,Pennsylvania,3905509,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,13,0,0,39,0,2,4,,,3,2,,,,,,,,,,,,,2001824239.23438,183773.850706251
321,Erie City & County CoC,,PA-605,Pennsylvania,4334830,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,69,0,0,109,7,86,19,,,33,4,,,,,,,,,,,,,3771197051.64453,365632.238136798
322,Puerto Rico Balance of Commonwealth CoC,,PR-502,Puerto Rico,22032114,,,,,,,,,,,,,,,,,,,,,,0,15,0,0,0,,,,,672,0,0,131,4,87,225,,,6,17,,,,,,,,,,,,,2998255376.78906,641934.445276136
323,South-Southeast Puerto Rico CoC,,PR-503,Puerto Rico,19893846,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,865,0,0,10,24,14,130,,,11,25,,,,,,,,,,,,,6947752390.93652,1606357.00057932
324,Rhode Island Statewide CoC,,RI-500,Rhode Island,13825305,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,527,0,0,870,7,636,300,,,109,21,,,,,,,,,,,,,5049965728.69922,1167333.05161684
325,Charleston/Low Country CoC,,SC-500,South Carolina,4547438,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,265,2,1,78,19,16,123,,,64,16,,,,,,,,,,,,,20980246566.2793,3252322.59604207
326,"Greenville, Anderson, Spartanburg/Upstate CoC",,SC-501,South Carolina,7886049,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,576,0,2,307,37,186,170,,,69,32,,,,,,,,,,,,,28808210926.543,998425.002038068
327,Columbia/Midlands CoC,,SC-502,South Carolina,7596960,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,342,3,2,229,35,197,147,,,107,24,,,,,,,,,,,,,32795309011.7656,1414641.14797699
328,Sumter City & County CoC,,SC-503,South Carolina,4948000,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,494,6,0,112,73,46,74,,,49,27,,,,,,,,,,,,,34110675775.1406,1304186.25313729
329,South Dakota Statewide CoC,,SD-500,South Dakota,2657812,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,160,13,13,240,54,107,44,,,28,14,,,,,,,,,,,,,391980891090.934,2962957.78613623
330,Chattanooga/Southeast Tennessee CoC,,TN-500,Tennessee,3450949,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,643,0,0,126,37,42,124,,,19,18,,,,,,,,,,,,,17370227773.8984,760847.081790568
331,Memphis/Shelby County CoC,,TN-501,Tennessee,7985574,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,158,1,0,284,0,58,0,,,76,0,,,,,,,,,,,,,3035459907.57422,289870.99818233
332,Knoxville/Knox County CoC,,TN-502,Tennessee,2486876,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,314,0,0,58,0,131,179,,,63,23,,,,,,,,,,,,,2085147363.07813,280422.632718737
333,Central Tennessee CoC,,TN-503,Tennessee,3492191,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,93,0,0,51,2,12,20,,,0,3,,,,,,,,,,,,,35244447780.3438,1462630.43386892
334,Nashville-Davidson County CoC,,TN-504,Tennessee,6177766,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,716,3,0,293,9,209,425,,,193,58,,,,,,,,,,,,,2091815087.99609,260792.981579205
335,Upper Cumberland CoC,,TN-506,Tennessee,2009143,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,269,0,0,74,53,28,94,,,14,21,,,,,,,,,,,,,28175334275.2109,1068872.37290102
336,Jackson/West Tennessee CoC,,TN-507,Tennessee,2441287,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,600,0,0,14,165,3,120,,,2,11,,,,,,,,,,,,,44856755008.6797,1241831.41353707
337,Appalachian Regional CoC,,TN-509,Tennessee,1985873,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,345,2,0,55,70,11,77,,,27,13,,,,,,,,,,,,,11775747908.5273,661014.170628434
338,Murfreesboro/Rutherford County CoC,,TN-510,Tennessee,707304,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,270,0,0,39,0,10,125,,,2,12,,,,,,,,,,,,,2464953611.74609,310154.010842622
339,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",,TN-512,Tennessee,2374035,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,402,0,9,117,193,13,42,,,2,13,,,,,,,,,,,,,19321274549.0664,1168029.96703359
340,San Antonio/Bexar County CoC,,TX-500,Texas,19519924,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,881,1,0,963,33,320,145,,,222,27,,,,,,,,,,,,,4375527737.24609,403831.883300478
